sorted_random_Small_Unsorted_List28,2
sorted_random_Small_Unsorted_List1,1
sorted_random_Small_Unsorted_List2,1
sorted_random_Small_Unsorted_List27,1
sorted_random_Small_Unsorted_List3,3
sorted_random_Small_Unsorted_List26,2
sorted_random_Small_Unsorted_List4,2
sorted_random_Small_Unsorted_List25,1
sorted_random_Small_Unsorted_List29,2
sorted_random_Small_Unsorted_List0,2
sorted_random_Small_Unsorted_List20,2
sorted_random_Small_Unsorted_List24,2
sorted_random_Small_Unsorted_List23,2
sorted_random_Small_Unsorted_List22,2
sorted_random_Small_Unsorted_List21,1
sorted_random_Small_Unsorted_List17,2
sorted_random_Small_Unsorted_List16,2
sorted_random_Small_Unsorted_List15,2
sorted_random_Small_Unsorted_List14,2
sorted_random_Small_Unsorted_List19,2
sorted_random_Small_Unsorted_List18,2
sorted_random_Small_Unsorted_List13,2
sorted_random_Small_Unsorted_List12,1
sorted_random_Small_Unsorted_List11,2
sorted_random_Small_Unsorted_List10,2
sorted_random_Small_Unsorted_List9,1
sorted_random_Small_Unsorted_List5,2
sorted_random_Small_Unsorted_List6,2
sorted_random_Small_Unsorted_List7,2
sorted_random_Small_Unsorted_List8,2
